"ID","Taxon","Common","Observer","Source","time","InfestedArea","Percent Cover","GrossArea","Low_Plant","High_Plant","Management Status","Detail URL","County","lat","lng","Datum","Elevation (meters)","Notes"
"mcp3873","Lepidium latifolium","Perennial pepperweed","Kelsey Setliff","MCOSD",2012-04-10," ","01/05/15","0.08 Acres",,75,"managed","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=mcp3873","Marin",38.01860739,-122.51544577,"NAD83"," "," "
"mcp2255","Lepidium latifolium","Perennial pepperweed","Pete Frye","MCOSD",2012-04-10," ","0 - 1 %","< 0.1 Acres",,1,"verified","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=mcp2255","Marin",38.01420533,-122.51029169,"NAD83"," ","Only saw a couple little sprouts coming out of sand box."
"mcp2241","Lepidium latifolium","Perennial pepperweed","Pete Frye","MCOSD",2011-09-01," ","1 - 5 %","1 - 5 Acres",,1,"verified","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=mcp2241","Marin",38.10022144,-122.54112104,"NAD83"," ","Plants above ground look dead, but most green at base. Most roots still alive, especially when connected to another plant. Some roots dead a few inches out when not between two plants."
"wb515-1515","Lepidium latifolium","Perennial pepperweed","Lynch, Danny","National Park Service, SFAN Inventory and Monitoring",2011-08-16," "," "," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb515-1515","Marin",37.93417,-122.6960816667,"NAD83",2," "
"mcp3494","Lepidium latifolium","Perennial pepperweed","Christine Jones","MCOSD",2011-06-30," ","05/25/15","0.59 Acres",,0,"managed","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=mcp3494","Marin",37.9932075,-122.45276081,"NAD83"," "," "
"mcp3495","Lepidium latifolium","Perennial pepperweed","Christine Jones","MCOSD",2011-06-30," ","25 - 50","0.09 Acres",,0,"managed","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=mcp3495","Marin",38.01854335,-122.515266,"NAD83"," "," "
"mcp3496","Lepidium latifolium","Perennial pepperweed","Christine Jones","MCOSD",2011-06-30," ","25 - 50","0.23 Acres",,0,"managed","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=mcp3496","Marin",38.01984903,-122.51545506,"NAD83"," "," "
"mcp3497","Lepidium latifolium","Perennial pepperweed","Christine Jones","MCOSD",2011-06-30," ","05/25/15","2.01 Acres",,0,"managed","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=mcp3497","Marin",38.10031662,-122.54108207,"NAD83"," "," "
"mcp1024","Lepidium latifolium","Perennial pepperweed","Christine Jones","MCOSD",2011-06-30," ","05/25/15","0.679645163752 Acres",,1,"verified","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=mcp1024","Marin",37.99280328,-122.45248389,"NAD83"," "," "
"mcp1026","Lepidium latifolium","Perennial pepperweed","Christine Jones","MCOSD",2011-06-30," ","25 - 50","0.151605137417 Acres",,1,"verified","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=mcp1026","Marin",38.01983198,-122.51380015,"NAD83"," "," "
"mcp2185","Lepidium latifolium","Perennial pepperweed","Pete Frye","MCOSD",2011-05-23," ","1 - 5 %","< 0.1 Acres",,1,"verified","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=mcp2185","Marin",38.01860196,-122.5154544,"NAD83"," ","Many shoots coming up with inflorescence. Seems comprable to last year."
"mcp2189","Lepidium latifolium","Perennial pepperweed","Pete Frye","MCOSD",2011-04-12," ","1 - 5 %","1 - 5 Acres",,1,"verified","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=mcp2189","Marin",38.10022144,-122.54112104,"NAD83"," ","A few scattered seedlings. Area is mostly dead, surrounded by Picris, Conium and Rumex - all coming into treated area."
"mcp2133","Lepidium latifolium","Perennial pepperweed","Pete Frye","MCOSD",2010-07-15," ","1 - 5 %","1 - 5 Acres",,1,"verified","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=mcp2133","Marin",38.10022144,-122.54112104,"NAD83"," ","flowering plants in lower area were 99% brown, but above road still 50% green. The area above road was mowed right before spray (Rangers thought it needed it since that's what we did last year). This might have made herbicide ineffective, or caused appli"
"wb42-835","Lepidium latifolium","Perennial pepperweed","staff","Marin County Open Space District",2010-07-07,"4905.84029454 Square Met","05/25/15","0.11 Acres",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb42-835","Marin",38.01860196,-122.5154544,"NAD83",4," "
"mcp2131","Lepidium latifolium","Perennial pepperweed","Pete Frye","MCOSD",2010-07-07," ","1 - 5 %","0.1 - 1 Acres",,1,"verified","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=mcp2131","Marin",38.01860196,-122.5154544,"NAD83"," ","about 50% dead. Some leaves dead but stems alive. Others appear to have been missed completely. They also appeared to spray some Atriplex."
"mcp2128","Lepidium latifolium","Perennial pepperweed","Pete Frye","MCOSD",2010-06-23," ","1 - 5 %","0.1 - 1 Acres",,1,"verified","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=mcp2128","Marin",38.01860196,-122.5154544,"NAD83"," ","a few are flowering, while the rest are showing some signs of die back, but still mostly green."
"cbo142","Lepidium latifolium","Perennial pepperweed","Daniel Gluesenkamp","Dan Gluesenkamp: Bay Area Early Detection Network",2010-06-15," "," "," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=cbo142","Marin",38.086376,-122.536526,"NAD83",1," "
"mcp3173","Lepidium latifolium","Perennial pepperweed","Pete Frye","MCOSD",2010-06-10," ","05/25/15","1.591894693 Acres",," ","managed","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=mcp3173","Marin",38.10030709,-122.54099515,"NAD83"," "," "
"mcp3128","Lepidium latifolium","Perennial pepperweed","Pete Frye","MCOSD",2010-05-28," ","05/25/15","0.128843391416 Acres",,300,"managed","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=mcp3128","Marin",38.01882956,-122.515019,"NAD83"," "," "
"wb42-847","Lepidium latifolium","Perennial pepperweed","staff","Marin County Open Space District",2010-05-19,"117202.542449 Square Met","05/25/15","2.69 Acres",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb42-847","Marin",38.10022145,-122.54112104,"NAD83",11," "
"mcp2110","Lepidium latifolium","Perennial pepperweed","Pete Frye","MCOSD",2010-05-19," ","5 - 25 %","1 - 5 Acres",,1,"verified","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=mcp2110","Marin",38.10022144,-122.54112104,"NAD83"," ","About 1/4 of what was there last year. Just starting to bud. Plants are still small. In lower area not much vegetation coming up. Upland, is all poison hemlock now."
"wb42-844","Lepidium latifolium","Perennial pepperweed","staff","Marin County Open Space District",2010-04-27,"109.289179187 Square Met","05/25/15","0.0 Acres",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb42-844","Marin",38.01420533,-122.51029169,"NAD83",10," "
"mcp3080","Lepidium latifolium","Perennial pepperweed","Ryan Stohr","MCOSD",2010-04-27," ","01/05/15","0.100098133904 Acres",,1000,"managed","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=mcp3080","Marin",38.01861192,-122.5154587,"NAD83"," "," "
"mcp3081","Lepidium latifolium","Perennial pepperweed","Ryan Stohr","MCOSD",2010-04-27," ","01/05/15","0.0407098950491 Acres",,800,"managed","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=mcp3081","Marin",38.01947094,-122.51385259,"NAD83"," "," "
"mcp3082","Lepidium latifolium","Perennial pepperweed","Ryan Stohr","MCOSD",2010-04-27," ","01/05/15","0.00164207281605 Acres",,40,"managed","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=mcp3082","Marin",38.0142078,-122.51027011,"NAD83"," "," "
"mcp2080","Lepidium latifolium","Perennial pepperweed","Pete Frye","MCOSD",2009-11-03," ","1 - 5 %","1 - 5 Acres",,1,"verified","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=mcp2080","Marin",38.10022144,-122.54112104,"NAD83"," ","most have died back no. Just scattered green ones. But lots of poison hemlock and thistle coming in. Need to get soemthing else in there."
"mcp2071","Lepidium latifolium","Perennial pepperweed","Pete Frye","MCOSD",2009-09-17," ","25 - 50 %","1 - 5 Acres",,1,"verified","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=mcp2071","Marin",38.10022144,-122.54112104,"NAD83"," ","80% yellowed, rest green, some flowering (must have been missed by herbicide)"
"wb28-135","Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009-08-27," "," "," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb28-135","Marin",37.8883224052,-122.5112417417,"NAD83",4,"strbry cove crosses path"
"wb28-136","Lepidium latifolium","Perennial pepperweed","F5C SS","Friends of Five Creeks",2009-08-27," "," "," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb28-136","Marin",37.8892042739,-122.5124779808,"NAD83",3,"strbry cove"
"wb30-303","Lepidium latifolium","Perennial pepperweed","Unknown","Friends of Five Creeks",2009-08-27," "," "," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb30-303","Marin",37.88919504,-122.51223593,"NAD83",1,"wtypha; proj. wrong, mystery"
"xr345053","Lepidium latifolium","Perennial pepperweed","Noelle Johnson","Marin/Sonoma Weed Management Area, BAEDN",2009-07-31,"5 Square Meters","05/25/15","10 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=xr345053","Marin",37.889111,-122.512152,"NAD83",1,"from Marjorie Siegel: I have been pulling the pepperweed that already spread outside of the pond area and was planning to pull the rest as I have time. the manager for the Strawberry Recreation District is Leanne Kreuzer at 383 6494"
"xr345047","Lepidium latifolium","Perennial pepperweed","Noelle Johnson","Marin/Sonoma Weed Management Area, BAEDN",2009-07-31,"500 Square Meters","05/25/15"," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=xr345047","Marin",38.0669,-122.814506,"NAD83",2,"from Ellen Hamingson"
"xr345046","Lepidium latifolium","Perennial pepperweed","Noelle Johnson","Marin/Sonoma Weed Management Area, BAEDN",2009-07-31,"26 Square Meters","01/05/15"," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=xr345046","Marin",38.071891,-122.819271,"NAD83",4,"from Ellen Hamingson"
"wb42-849","Lepidium latifolium","Perennial pepperweed","staff","Marin County Open Space District",2009-07-29,"3994.47129601 Square Met","05/25/15","0.09 Acres",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb42-849","Marin",37.8882939148,-122.5111541748,"NAD83",4," "
"mcp1019","Lepidium latifolium","Perennial pepperweed","Pete Frye","MCOSD",2009-07-29," ","01/05/15","0.0917008097784 Acres",,1,"verified","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=mcp1019","Marin",37.88895858,-122.51209418,"NAD83"," "," "
"mcp2747","Lepidium latifolium","Perennial pepperweed","staff","MCOSD",2009-07-29," ","01/05/15","0.0896570079182 Acres",," ","managed","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=mcp2747","Marin",37.88910293,-122.51235162,"NAD83"," "," "
"xr345019","Lepidium latifolium","Perennial pepperweed","Marjorie Siegel","Marjorie Siegel, BAEDN",2009-07-28," "," "," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=xr345019","Marin",37.889282,-122.512664,"NAD83",3,"Flowering and/or fruiting plants were removed today. Many rosettes remain."
"wb42-842","Lepidium latifolium","Perennial pepperweed","staff","Marin County Open Space District",2009-07-23,"3981.03110938 Square Met","05/25/15","0.09 Acres",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb42-842","Marin",37.93263237,-122.69128918,"NAD83",1," "
"wb42-843","Lepidium latifolium","Perennial pepperweed","staff","Marin County Open Space District",2009-07-23,"13462.4908198 Square Met","05/25/15","0.31 Acres",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb42-843","Marin",37.92808417,-122.68242356,"NAD83",1," "
"wb42-848","Lepidium latifolium","Perennial pepperweed","staff","Marin County Open Space District",2009-07-23,"1208.31233507 Square Met","05/25/15","0.03 Acres",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb42-848","Marin",37.93364933,-122.69512066,"NAD83",1," "
"mcp1018","Lepidium latifolium","Perennial pepperweed","Ryan Stohr","MCOSD",2009-07-23," ","01/05/15","0.0277391452784 Acres",,1,"verified","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=mcp1018","Marin",37.93364933,-122.69512066,"NAD83"," "," "
"mcp2709","Lepidium latifolium","Perennial pepperweed","staff","MCOSD",2009-07-23," ","01/05/15","0.0406407516246 Acres",,100,"managed","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=mcp2709","Marin",37.9278477,-122.68225634,"NAD83"," "," "
"mcp2710","Lepidium latifolium","Perennial pepperweed","staff","MCOSD",2009-07-23," ","05/25/15","0.0295396930602 Acres",,100,"managed","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=mcp2710","Marin",37.93364647,-122.69512699,"NAD83"," "," "
"mcp2663","Lepidium latifolium","Perennial pepperweed","staff","MCOSD",2009-07-14," ","25 - 50","2.86836616299 Acres",," ","managed","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=mcp2663","Marin",38.10027761,-122.54108029,"NAD83"," "," "
"xr351117","Lepidium latifolium","Perennial pepperweed","E. Condeso","Audubon Canyon Ranch",2009-07-09," "," "," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=xr351117","Marin",38.22713651,-122.9170435,"NAD83",2," "
"xr351116","Lepidium latifolium","Perennial pepperweed","E. Condeso","Audubon Canyon Ranch",2009-07-09," "," "," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=xr351116","Marin",38.23033202,-122.9098549,"NAD83",3," "
"xr351115","Lepidium latifolium","Perennial pepperweed","E. Condeso","Audubon Canyon Ranch",2009-07-09," "," "," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=xr351115","Marin",38.23045872,-122.9100333,"NAD83",3," "
"xr351113","Lepidium latifolium","Perennial pepperweed","E. Condeso","Audubon Canyon Ranch",2009-07-09," "," "," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=xr351113","Marin",38.21568676,-122.9273696,"NAD83",1," "
"xr351114","Lepidium latifolium","Perennial pepperweed","E. Condeso","Audubon Canyon Ranch",2009-07-09," "," "," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=xr351114","Marin",38.23008581,-122.9094427,"NAD83",3," "
"xr351112","Lepidium latifolium","Perennial pepperweed","E. Condeso","Audubon Canyon Ranch",2009-07-09," "," "," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=xr351112","Marin",38.21513518,-122.9275249,"NAD83",1," "
"xr351111","Lepidium latifolium","Perennial pepperweed","E. Condeso","Audubon Canyon Ranch",2009-07-09," "," "," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=xr351111","Marin",38.22652024,-122.9171864,"NAD83",2," "
"xr351109","Lepidium latifolium","Perennial pepperweed","E. Condeso","Audubon Canyon Ranch",2009-07-09," "," "," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=xr351109","Marin",38.22171813,-122.9214929,"NAD83",2," "
"xr351110","Lepidium latifolium","Perennial pepperweed","E. Condeso","Audubon Canyon Ranch",2009-07-09," "," "," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=xr351110","Marin",38.23293807,-122.9129644,"NAD83",3," "
"xr351108","Lepidium latifolium","Perennial pepperweed","E. Condeso","Audubon Canyon Ranch",2009-07-09," "," "," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=xr351108","Marin",38.22788128,-122.9165786,"NAD83",3," "
"xr351106","Lepidium latifolium","Perennial pepperweed","E. Condeso","Audubon Canyon Ranch",2009-07-09," "," "," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=xr351106","Marin",38.22957834,-122.9154914,"NAD83",3," "
"xr351107","Lepidium latifolium","Perennial pepperweed","E. Condeso","Audubon Canyon Ranch",2009-07-09," "," "," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=xr351107","Marin",38.22202327,-122.9208105,"NAD83",2," "
"xr351105","Lepidium latifolium","Perennial pepperweed","E. Condeso","Audubon Canyon Ranch",2009-07-09," "," "," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=xr351105","Marin",38.08798456,-122.8408324,"NAD83",12," "
"xr351104","Lepidium latifolium","Perennial pepperweed","E. Condeso","Audubon Canyon Ranch",2009-07-09," "," "," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=xr351104","Marin",38.22947331,-122.9155743,"NAD83",3," "
"xr351103","Lepidium latifolium","Perennial pepperweed","E. Condeso","Audubon Canyon Ranch",2009-07-09," "," "," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=xr351103","Marin",38.22938729,-122.9156354,"NAD83",3," "
"xr351101","Lepidium latifolium","Perennial pepperweed","E. Condeso","Audubon Canyon Ranch",2009-07-09," "," "," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=xr351101","Marin",38.22923603,-122.9157082,"NAD83",3," "
"xr351102","Lepidium latifolium","Perennial pepperweed","E. Condeso","Audubon Canyon Ranch",2009-07-09," "," "," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=xr351102","Marin",38.22942072,-122.9156034,"NAD83",3," "
"xr351100","Lepidium latifolium","Perennial pepperweed","E. Condeso","Audubon Canyon Ranch",2009-07-09," "," "," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=xr351100","Marin",38.22916405,-122.9157536,"NAD83",4," "
"xr351099","Lepidium latifolium","Perennial pepperweed","E. Condeso","Audubon Canyon Ranch",2009-07-09," "," "," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=xr351099","Marin",38.22917859,-122.9157449,"NAD83",4," "
"xr351097","Lepidium latifolium","Perennial pepperweed","E. Condeso","Audubon Canyon Ranch",2009-07-09," "," "," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=xr351097","Marin",38.22570743,-122.9171633,"NAD83",2," "
"xr351098","Lepidium latifolium","Perennial pepperweed","E. Condeso","Audubon Canyon Ranch",2009-07-09," "," "," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=xr351098","Marin",38.22696525,-122.917137,"NAD83",2," "
"xr351096","Lepidium latifolium","Perennial pepperweed","E. Condeso","Audubon Canyon Ranch",2009-07-09," "," "," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=xr351096","Marin",38.22910328,-122.9158101,"NAD83",3," "
"xr351095","Lepidium latifolium","Perennial pepperweed","E. Condeso","Audubon Canyon Ranch",2009-07-09," "," "," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=xr351095","Marin",38.2260724,-122.9171409,"NAD83",2," "
"mcp2681","Lepidium latifolium","Perennial pepperweed","staff","MCOSD",2009-06-18," ","25 - 50","0.846259140797 Acres",," ","managed","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=mcp2681","Marin",38.1003432,-122.54125018,"NAD83"," "," "
"mcp2649","Lepidium latifolium","Perennial pepperweed","staff","MCOSD",2009-06-11," ","25 - 50","2.51438658674 Acres",,400,"managed","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=mcp2649","Marin",38.10024915,-122.54109824,"NAD83"," "," "
"mcp2023","Lepidium latifolium","Perennial pepperweed","Pete Frye","MCOSD",2009-05-21," ","25 - 50 %","1 - 5 Acres",,1,"verified","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=mcp2023","Marin",38.10022144,-122.54112104,"NAD83"," ","Shrunk polygon quite a bit, but still a lot, very dense. Ends are dense Poison Hemlock. Still need to get accurate GPS map."
"mcp5294","Lepidium latifolium","Perennial pepperweed","staff","MCOSD",2008-07-18," ",0,"0.00250894436054 Acres",,0,"managed","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=mcp5294","Marin",38.01420533,-122.51029169,"NAD83"," "," "
"wb42-836","Lepidium latifolium","Perennial pepperweed","staff","Marin County Open Space District",2008-07-10,"3008.18369851 Square Met","05/25/15","0.07 Acres",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb42-836","Marin",38.01982532,-122.51973537,"NAD83",4," "
"wb42-837","Lepidium latifolium","Perennial pepperweed","staff","Marin County Open Space District",2008-07-10,"1804.92964008 Square Met","05/25/15","0.04 Acres",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb42-837","Marin",38.02030631,-122.5176527,"NAD83",4," "
"wb42-838","Lepidium latifolium","Perennial pepperweed","staff","Marin County Open Space District",2008-07-10,"1047.8057685 Square Mete","05/25/15","0.02 Acres",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb42-838","Marin",38.0184841,-122.52284389,"NAD83",4," "
"wb42-839","Lepidium latifolium","Perennial pepperweed","staff","Marin County Open Space District",2008-07-10,"1892.78676088 Square Met","05/25/15","0.04 Acres",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb42-839","Marin",38.01935085,-122.52157385,"NAD83",4," "
"wb42-841","Lepidium latifolium","Perennial pepperweed","staff","Marin County Open Space District",2008-07-10,"3279.97997509 Square Met","05/25/15","0.08 Acres",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb42-841","Marin",38.01723865,-122.50748748,"NAD83",11," "
"wb42-845","Lepidium latifolium","Perennial pepperweed","staff","Marin County Open Space District",2008-07-10,"1009.67065785 Square Met","05/25/15","0.02 Acres",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb42-845","Marin",38.02017706,-122.51827858,"NAD83",4," "
"wb42-846","Lepidium latifolium","Perennial pepperweed","staff","Marin County Open Space District",2008-07-10,"1198.35541813 Square Met","05/25/15","0.03 Acres",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb42-846","Marin",38.02011169,-122.51890812,"NAD83",4," "
"mcp1016","Lepidium latifolium","Perennial pepperweed","Thad Shelton","MCOSD",2008-07-01," ","05/25/15","0.0913922643148 Acres",,1,"verified","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=mcp1016","Marin",37.93263237,-122.69128918,"NAD83"," "," "
"mcp1017","Lepidium latifolium","Perennial pepperweed","Thad Shelton","MCOSD",2008-07-01," ","05/25/15","0.309057499309 Acres",,1,"verified","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=mcp1017","Marin",37.92808417,-122.68242356,"NAD83"," "," "
"mcp5293","Lepidium latifolium","Perennial pepperweed","staff","MCOSD",2008-07-01," ","01/05/15","0.0913922643148 Acres",,1,"managed","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=mcp5293","Marin",37.93263237,-122.69128918,"NAD83"," "," "
"we200","Lepidium latifolium","Perennial pepperweed","Daniel Gluesenkamp","Dan Gluesenkamp: Audubon Canyon Ranch; Bay Area Early Detection Network, BAEDN",2008-06-09,"3 Square Meters","01/05/15","15 Square Meters",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=we200","Marin",37.929529,-122.682309,"NAD83",4,"Probably MCOSD land. Mischon Martin asked MCOSD staff to remove the plants in summer 2008."
"ce42","Lepidium latifolium","Perennial pepperweed","Jorg and Mimi Fleige"," ",2008-06-05,"x"," "," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=ce42","Marin",38.122127,-122.558112,"NAD83",13," "
"mcp1015","Lepidium latifolium","Perennial pepperweed","Thad Shelton","MCOSD",2008-04-27," ","05/25/15","0.0417673141214 Acres",,1,"verified","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=mcp1015","Marin",38.01947529,-122.51384309,"NAD83"," "," "
"wb42-840","Lepidium latifolium","Perennial pepperweed","staff","Marin County Open Space District",2007-06-14,"265.742975002 Square Met","05/25/15","0.01 Acres",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=wb42-840","Marin",37.99088075,-122.45013281,"NAD83",3," "
"mcp1025","Lepidium latifolium","Perennial pepperweed","Emily Stafford","MCOSD",2007-06-06," ","05/25/15","0.291803320864 Acres",,1,"verified","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=mcp1025","Marin",38.01903026,-122.52104735,"NAD83"," "," "
"mcp5292","Lepidium latifolium","Perennial pepperweed","staff","MCOSD",2005-07-14," ","05/25/15","0.112623046785 Acres",,1,"managed","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=mcp5292","Marin",38.01860196,-122.5154544,"NAD83"," "," "
"ce324","Lepidium latifolium","Perennial pepperweed","Doreen Smith, Wilma Follette, Rosamund Day","Marin CNPS",2005-07-01,"x"," "," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=ce324","Marin",37.994268,-122.487258,"NAD83",191," "
"mcp5295","Lepidium latifolium","Perennial pepperweed","staff","MCOSD",2001-05-13," ","05/25/15","2.69061091048 Acres",,1,"managed","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=mcp5295","Marin",38.10022145,-122.54112104,"NAD83"," "," "
"cch:UCR255881","Lepidium latifolium","Perennial pepperweed","Greg de Nevers","Consortium of California Herbaria",1993-07-29,"x"," "," ",,1," ","http://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?accn_num=UCR255881&YF=1","Marin",38.11444,-122.50833,"NAD83",0,"UCR255881"
"xr176351","Lepidium latifolium","Perennial pepperweed","Blackwell","California Dept of Food and Agriculture",1971-07-16," "," "," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=xr176351","Marin",37.9321,-122.51,"NAD83",2," "
"xr176290","Lepidium latifolium","Perennial pepperweed","Schrock","California Dept of Food and Agriculture",1971-03-23," "," "," ",,1," ","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=xr176290","Marin",37.8743,-122.4551,"NAD83",6," "
"mcp5296","Lepidium latifolium","Perennial pepperweed","staff","MCOSD"," "," "," ","0.0391113342682 Acres",,1,"verified","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=mcp5296","Marin",37.89215273,-122.52530585,"NAD83"," "," "
"mcp5298","Lepidium latifolium","Perennial pepperweed","staff","MCOSD"," "," ","05/25/15","0.0177014817048 Acres",,1,"managed","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=mcp5298","Marin",37.8835128,-122.51085199,"NAD83"," "," "
"mcp5299","Lepidium latifolium","Perennial pepperweed","staff","MCOSD"," "," ","05/25/15","0.0160997615798 Acres",,1,"managed","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=mcp5299","Marin",38.01847612,-122.52477352,"NAD83"," "," "
"mg14148","Lepidium latifolium","Perennial pepperweed","Friends of Five Creeks volunteers"," ",2015-06-05," "," "," ",11,50,"managed","http://www.calflora.org/cgi-bin/noccdetail.cgi?seq_num=mg14148","Alameda",37.8649489,-122.3069158,"NAD83"," ","broken line 4-5 m along beach at base of rip-rap"
